validTime,station,runtime,M_0,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,obs
2021-01-14 12:00:00,1,2021-01-13 12:00:00,272.516,270.085,271.158,273.05,270.726,271.62,272.714,271.123,271.798,272.429,272.63
2021-01-14 12:00:00,2,2021-01-13 12:00:00,271.968,272.858,272.393,272.089,270.965,272.26,271.947,272.678,270.889,270.563,271.68
2021-01-14 12:00:00,3,2021-01-13 12:00:00,271.01,271.699,270.527,270.485,271.061,270.765,268.874,271.759,272.499,271.519,272.07
2021-01-15 12:00:00,1,2021-01-14 12:00:00,271.739,271.562,271.018,273.226,272.592,274.701,271.859,270.388,271.933,274.394,273.47
2021-01-15 12:00:00,2,2021-01-14 12:00:00,271.774,272.218,273.252,272.086,274.205,271.981,272.869,274.222,272.17,271.67,271.18
2021-01-15 12:00:00,3,2021-01-14 12:00:00,270.359,272.307,268.256,272.479,272.373,268.076,270.625,271.39,269.907,271.432,269.14
2021-01-16 12:00:00,1,2021-01-15 12:00:00,271.059,272.41,270.48,270.536,272.692,271.226,272.232,273.442,271.068,271.358,270.88
2021-01-16 12:00:00,2,2021-01-15 12:00:00,272.054,268.226,270.716,269.837,270.991,268.545,270.992,270.209,271.763,270.311,270.03
2021-01-16 12:00:00,3,2021-01-15 12:00:00,271.496,272.527,271.739,270.985,272.655,268.885,271.982,272.519,272.287,272.866,272.2
2021-01-17 12:00:00,1,2021-01-16 12:00:00,280.27,278.072,276.467,276.39,277.222,275.829,276.32,276.62,278.179,276.784,278.15
2021-01-17 12:00:00,2,2021-01-16 12:00:00,280.01,278.751,276.864,278.005,279.389,277.215,278.332,278.667,277.088,277.451,278.68
2021-01-17 12:00:00,3,2021-01-16 12:00:00,274.12,273.13,274.729,278.564,273.961,277.506,274.312,275.598,276.012,276.028,273.73
2021-01-18 12:00:00,1,2021-01-17 12:00:00,276.788,276.802,277.015,277.529,276.778,276.648,277.349,277.728,277.155,277.779,276.79
2021-01-18 12:00:00,2,2021-01-17 12:00:00,275.6,276.574,275.156,275.543,279.11,277.2,275.739,277.34,277.428,277.126,276.56
2021-01-18 12:00:00,3,2021-01-17 12:00:00,276.293,275.374,277.563,275.894,276.629,277.585,277.399,275.769,276.746,278.886,276.94
2021-01-19 12:00:00,1,2021-01-18 12:00:00,281.281,279.747,278.07,279.979,279.488,280.463,279.983,281.526,281.066,278.711,280.46
2021-01-19 12:00:00,2,2021-01-18 12:00:00,283.192,282.038,280.876,280.833,280.896,281.176,282.234,280.14,281.795,280.314,281.82
2021-01-19 12:00:00,3,2021-01-18 12:00:00,280.245,278.545,279.418,280.928,280.721,281.913,280.888,280.585,280.659,280.395,280.82
2021-01-20 12:00:00,1,2021-01-19 12:00:00,277.273,277.429,278.377,275.988,278.11,279.425,275.601,278.454,278.969,277.851,278.74
2021-01-20 12:00:00,2,2021-01-19 12:00:00,275.95,277.52,275.161,277.482,277.564,278.601,275.833,277.959,277.187,275.978,275.89
2021-01-20 12:00:00,3,2021-01-19 12:00:00,276.897,275.774,275.2,277.667,278.126,277.972,276.167,279.539,278.757,276.841,279.03
2021-01-21 12:00:00,1,2021-01-20 12:00:00,277.936,274.846,276.554,278.207,276.22,273.473,276.965,274.796,274.851,277.253,277.64
2021-01-21 12:00:00,2,2021-01-20 12:00:00,275.614,274.547,276.19,275.119,276.827,272.074,275.267,274.785,276.72,275.415,275.84
2021-01-21 12:00:00,3,2021-01-20 12:00:00,275.929,276.285,275.681,275.547,275.441,270.148,275.123,275.091,274.318,275.937,275.28
2021-01-22 12:00:00,1,2021-01-21 12:00:00,273.43,274.339,275.854,273.788,274.6,275.87,273.777,272.562,274.315,275.093,274.99
2021-01-22 12:00:00,2,2021-01-21 12:00:00,274.372,275.511,274.539,275.747,276.974,274.92,275.814,273.043,276.29,277.385,276.51
2021-01-22 12:00:00,3,2021-01-21 12:00:00,276.235,275.668,274.3,273.506,273.224,276.328,274.18,274.435,274.262,275.35,276.54
2021-01-23 12:00:00,1,2021-01-22 12:00:00,276.727,276.077,275.134,274.612,275.419,275.844,275.869,274.965,277.448,277.169,274.89
2021-01-23 12:00:00,2,2021-01-22 12:00:00,276.187,274.984,274.671,275.212,275.225,272.237,273.28,273.069,277.843,273.868,274.75
2021-01-23 12:00:00,3,2021-01-22 12:00:00,275.462,275.226,275.286,275.506,276.297,274.504,275.377,274.341,275.854,276.696,274.92
2021-01-24 12:00:00,1,2021-01-23 12:00:00,272.795,273.085,272.306,271.358,272.242,271.819,275.251,272.101,271.86,272.243,273.25
2021-01-24 12:00:00,2,2021-01-23 12:00:00,273.926,272.582,274.956,273.714,274.43,271.98,275.134,274.997,275.676,272.589,274.78
2021-01-24 12:00:00,3,2021-01-23 12:00:00,273.512,273.252,273.051,271.032,273.548,272.76,274.033,277.301,274.182,273.291,274.35
2021-01-25 12:00:00,1,2021-01-24 12:00:00,271.502,272.117,271.502,273.246,273.67,271.839,272.519,271.259,271.537,273.496,274.13
2021-01-25 12:00:00,2,2021-01-24 12:00:00,273.606,272.349,273.3,271.809,275.271,273.796,273.753,273.692,272.903,273.498,272.5
2021-01-25 12:00:00,3,2021-01-24 12:00:00,273.396,273.879,274.122,272.391,276.595,271.904,272.064,273.045,273.775,276.561,274.02
2021-01-26 12:00:00,1,2021-01-25 12:00:00,276.788,275.093,275.91,274.25,275.418,274.762,275.023,274.729,275.422,272.769,274.45
2021-01-26 12:00:00,2,2021-01-25 12:00:00,276.915,276.952,277.399,275.186,276.669,273.322,275.492,277.425,276.332,277.082,275.66
2021-01-26 12:00:00,3,2021-01-25 12:00:00,274.515,276.638,275.875,275.892,275.992,277.084,275.603,276.352,274.931,274.749,275.36
2021-01-27 12:00:00,1,2021-01-26 12:00:00,279.981,276.971,276.055,278.531,277.337,277.409,278.952,278.336,278.56,279.68,278.21
2021-01-27 12:00:00,2,2021-01-26 12:00:00,276.199,276.471,278.713,278.278,277.099,275.626,277.956,276.287,278.394,275.457,277.17
2021-01-27 12:00:00,3,2021-01-26 12:00:00,275.331,273.967,274.236,273.915,273.377,273.925,273.81,274.238,274.025,273.615,275.8
2021-01-28 12:00:00,1,2021-01-27 12:00:00,277.94,277.191,274.507,274.458,277.383,278.352,274.704,273.927,276.231,276.452,275.55
2021-01-28 12:00:00,2,2021-01-27 12:00:00,282.04,281.25,278.704,280.703,277.008,278.557,278.977,279.486,280.255,278.96,278.66
2021-01-28 12:00:00,3,2021-01-27 12:00:00,277.267,277.276,274.391,274.507,275.394,273.843,273.861,274.125,275.106,276.529,273.41
2021-01-29 12:00:00,1,2021-01-28 12:00:00,280.354,278.686,277.568,278.617,277.776,279.515,277.82,280.08,278.44,278.109,280.29
2021-01-29 12:00:00,2,2021-01-28 12:00:00,280.327,280.662,281.73,281.199,279.721,279.355,280.77,278.21,279.524,280.394,280.27
2021-01-29 12:00:00,3,2021-01-28 12:00:00,278.461,276.286,274.324,274.022,274.206,275.479,273.613,276.423,277.699,273.384,276.14
2021-01-30 12:00:00,1,2021-01-29 12:00:00,271.477,272.02,271.459,273.833,272.045,270.716,271.413,270.264,271.688,271.993,271.41
2021-01-30 12:00:00,2,2021-01-29 12:00:00,270.565,270.44,270.956,269.277,271.067,269.637,271.063,271.702,269.126,271.829,270.64
2021-01-30 12:00:00,3,2021-01-29 12:00:00,268.885,270.861,269.211,269.718,269.828,270.639,270.183,270.927,268.907,269.758,269.45
2021-01-31 12:00:00,1,2021-01-30 12:00:00,270.633,269.472,268.119,271.391,268.683,272.17,269.751,269.858,268.851,269.691,269.9
2021-01-31 12:00:00,2,2021-01-30 12:00:00,270.067,267.311,268.474,267.434,268.887,269.268,268.083,267.942,267.821,269.54,270.17
2021-01-31 12:00:00,3,2021-01-30 12:00:00,265.553,267.434,265.738,264.836,267.207,266.865,265.848,265.45,265.182,265.778,271.25
2021-02-01 12:00:00,1,2021-01-31 12:00:00,270.711,270.86,272.666,269.897,270.639,273.253,271.748,273.485,271.426,271.42,271.17
2021-02-01 12:00:00,2,2021-01-31 12:00:00,270.918,273.859,270.974,272.195,272.36,272.021,274.175,273.721,274.034,274.171,273.36
2021-02-01 12:00:00,3,2021-01-31 12:00:00,266.83,268.034,268.87,269.126,266.778,268.38,268.31,269.012,265.745,268.502,270.37
2021-02-02 12:00:00,1,2021-02-01 12:00:00,273.631,273.992,270.946,273.515,274.574,274.614,272.344,273.356,273.279,276.209,273.8
2021-02-02 12:00:00,2,2021-02-01 12:00:00,279.088,276.316,273.733,277.152,278.276,276.785,275.894,277.147,276.925,274.055,277.18
2021-02-02 12:00:00,3,2021-02-01 12:00:00,273.439,271.095,270.787,273.112,271.924,270.208,271.209,271.464,272.794,272.44,272.25
2021-02-03 12:00:00,1,2021-02-02 12:00:00,278.194,279.547,278.128,278.272,279.166,279.077,278.635,278.82,279.27,280.844,280.63
2021-02-03 12:00:00,2,2021-02-02 12:00:00,281.303,280.997,278.648,280.395,281.147,280.19,282.718,281.228,279.013,280.511,280.78
2021-02-03 12:00:00,3,2021-02-02 12:00:00,278.373,280.195,279.009,279.83,280.11,279.86,280.076,277.616,279.853,279.42,281.35
2021-02-04 12:00:00,1,2021-02-03 12:00:00,276.293,276.762,278.229,279.094,273.921,272.797,277.258,275.083,276.539,275.074,276.31
2021-02-04 12:00:00,2,2021-02-03 12:00:00,278.626,278.629,279.094,277.905,278.494,278.556,278.647,278.753,278.397,277.987,278.96
2021-02-04 12:00:00,3,2021-02-03 12:00:00,276.567,276.295,273.559,278.034,272.815,273.701,275.636,276.864,275.787,275.009,275.49
2021-02-05 12:00:00,1,2021-02-04 12:00:00,276.519,275.04,277.514,276.176,277.461,278.262,274.944,276.027,277.21,276.492,275.27
2021-02-05 12:00:00,2,2021-02-04 12:00:00,279.894,279.919,281.015,281.841,277.395,279.821,279.956,279.474,278.856,281.079,279.99
2021-02-05 12:00:00,3,2021-02-04 12:00:00,274.328,275.493,274.988,275.116,274.625,276.83,274.178,274.14,273.181,274.479,274.03
2021-02-06 12:00:00,1,2021-02-05 12:00:00,273.558,271.034,272.526,272.4,273.961,272.957,271.027,273.64,273.449,272.542,274.28
2021-02-06 12:00:00,2,2021-02-05 12:00:00,276.135,275.656,275.576,273.655,276.317,277.235,272.558,275.47,273.919,275.538,274.93
2021-02-06 12:00:00,3,2021-02-05 12:00:00,270.017,269.565,268.981,267.803,270.058,266.274,265.181,266.39,266.199,268.048,270.93
2021-02-07 12:00:00,1,2021-02-06 12:00:00,267.613,268.06,268.522,269.306,267.039,267.247,266.71,268.014,267.514,267.047,267.96
2021-02-07 12:00:00,2,2021-02-06 12:00:00,265.881,266.223,265.821,266.426,267.213,264.9,265.255,265.966,264.959,266.283,265.26
2021-02-07 12:00:00,3,2021-02-06 12:00:00,260.987,263.85,259.259,261.55,263.198,264.198,261.331,260.675,261.902,262.976,266.46
2021-02-08 12:00:00,1,2021-02-07 12:00:00,265.331,263.826,265.105,267.338,265.478,264.653,264.745,267.335,265.319,264.761,267.14
2021-02-08 12:00:00,2,2021-02-07 12:00:00,263.271,263.21,262.308,263.83,263.752,263.718,264.065,262.957,261.131,264.141,264.75
2021-02-08 12:00:00,3,2021-02-07 12:00:00,264.615,262.834,262.659,263.804,263.967,261.26,261.675,264.201,261.171,265.46,265.28
2021-02-09 12:00:00,1,2021-02-08 12:00:00,266.582,267.362,270.068,269.202,267.904,267.668,268.888,267.165,264.862,266.9,267.6
2021-02-09 12:00:00,2,2021-02-08 12:00:00,267.257,263.815,264.308,263.174,265.523,265.406,263.972,264.472,259.996,266.593,267.5
2021-02-09 12:00:00,3,2021-02-08 12:00:00,265.456,268.029,264.915,264.461,267.278,267.49,268.588,265.227,264.789,266.735,266.87
2021-02-10 12:00:00,1,2021-02-09 12:00:00,268.358,266.351,268.566,266.516,266.657,268.797,267.736,268.541,266.73,269.659,266.45
2021-02-10 12:00:00,2,2021-02-09 12:00:00,266.058,267.167,266.761,264.846,265.753,267.463,266.338,267.581,267.524,266.424,267.22
2021-02-10 12:00:00,3,2021-02-09 12:00:00,266.486,266.247,265.544,267.742,266.289,267.787,262.274,268.214,267.68,267.306,265.77
2021-02-11 12:00:00,1,2021-02-10 12:00:00,267.406,266.088,266.983,266.004,267.952,266.974,267.803,266.437,266.106,265.862,265.13
2021-02-11 12:00:00,2,2021-02-10 12:00:00,265.649,264.253,266.791,265.805,265.452,264.369,267.551,266.106,266.939,266.136,264.24
2021-02-11 12:00:00,3,2021-02-10 12:00:00,266.61,264.022,267.874,266.846,265.388,267.695,265.264,267.22,269.01,268.715,265.07
2021-02-12 12:00:00,1,2021-02-11 12:00:00,265.937,265.425,267.757,267.547,266.073,265.83,267.266,267.026,265.8,267.969,265.45
2021-02-12 12:00:00,2,2021-02-11 12:00:00,265.047,263.526,264.094,261.906,263.112,261.97,261.656,262.507,265.597,262.901,264.43
2021-02-12 12:00:00,3,2021-02-11 12:00:00,263.187,266.027,264.718,266.405,265.485,264.871,263.948,266.135,261.866,266.806,264.17
2021-02-13 12:00:00,1,2021-02-12 12:00:00,264.126,263.022,263.87,265.552,264.345,265.349,263.928,265.434,262.48,265.06,265.8
2021-02-13 12:00:00,2,2021-02-12 12:00:00,262.297,260.795,261.972,264.043,261.422,264.112,262.544,263.044,264.232,262.365,264.02
2021-02-13 12:00:00,3,2021-02-12 12:00:00,260.73,263.963,263.13,261.573,261.959,262.706,262.604,265.653,263.953,262.137,263.79
2021-02-14 12:00:00,1,2021-02-13 12:00:00,263.829,267.252,264.855,264.475,266.02,265.318,265.154,265.912,264.377,265.388,266.41
2021-02-14 12:00:00,2,2021-02-13 12:00:00,264.569,264.856,265.48,265.97,265.784,263.218,264.101,264.801,266.586,264.619,263.58
2021-02-14 12:00:00,3,2021-02-13 12:00:00,262.984,264.25,263.809,262.549,264.052,262.993,263.266,263.391,265.97,260.866,263.4
2021-02-15 12:00:00,1,2021-02-14 12:00:00,276.303,274.17,274.69,275.01,275.834,275.895,276.106,275.409,277.219,275.685,275.28
2021-02-15 12:00:00,2,2021-02-14 12:00:00,275.316,273.463,274.13,274.062,274.023,274.641,275.32,276.154,277.9,274.471,275.17
2021-02-15 12:00:00,3,2021-02-14 12:00:00,275.19,272.671,272.278,271.99,273.575,273.32,273.545,274.144,276.07,273.84,272.14
2021-02-16 12:00:00,1,2021-02-15 12:00:00,277.049,275.58,276.006,275.357,276.187,278.322,277.723,279.288,274.441,277.252,278.49
2021-02-16 12:00:00,2,2021-02-15 12:00:00,277.523,277.937,279.543,278.714,277.449,277.38,278.623,278.254,278.225,276.436,278.61
2021-02-16 12:00:00,3,2021-02-15 12:00:00,278.389,277.247,277.859,278.289,277.634,276.882,278.847,280.245,277.608,279.155,277.8
2021-02-17 12:00:00,1,2021-02-16 12:00:00,277.653,277.41,278.986,278.558,278.991,277.035,277.819,278.373,276.912,280.01,278.65
2021-02-17 12:00:00,2,2021-02-16 12:00:00,278.279,281.813,280.39,278.138,280.033,279.963,280.074,280.1,279.58,280.084,279.78
2021-02-17 12:00:00,3,2021-02-16 12:00:00,280.203,279.185,281.351,280.231,277.75,279.604,280.185,280.42,278.384,279.826,280.09
2021-02-18 12:00:00,1,2021-02-17 12:00:00,276.95,277.235,277.501,275.463,276.342,278.038,277.125,278.404,277.294,276.881,277.97
2021-02-18 12:00:00,2,2021-02-17 12:00:00,277.441,277.914,278.581,274.901,276.656,279.14,277.773,277.232,278.468,280.018,278.32
2021-02-18 12:00:00,3,2021-02-17 12:00:00,276.777,278.328,277.577,276.646,276.818,279.648,279.481,276.313,279.233,274.76,278.02
2021-02-19 12:00:00,1,2021-02-18 12:00:00,276.981,276.377,277.491,275.393,278.0,276.057,277.102,277.229,275.928,277.249,277.22
2021-02-19 12:00:00,2,2021-02-18 12:00:00,276.252,275.604,276.925,275.901,278.166,277.714,279.519,276.484,278.684,279.425,278.33
2021-02-19 12:00:00,3,2021-02-18 12:00:00,277.796,276.84,277.729,279.515,277.215,277.41,278.37,278.634,278.427,277.103,278.2
2021-02-20 12:00:00,1,2021-02-19 12:00:00,280.203,278.709,280.765,279.761,280.539,279.074,279.145,279.542,279.895,278.934,281.32
2021-02-20 12:00:00,2,2021-02-19 12:00:00,280.908,281.228,281.817,281.786,280.019,280.254,282.145,280.84,278.981,280.802,281.05
2021-02-20 12:00:00,3,2021-02-19 12:00:00,281.832,281.141,281.29,281.298,282.714,281.316,280.121,280.657,282.142,281.902,281.85
2021-02-21 12:00:00,1,2021-02-20 12:00:00,280.05,278.231,278.602,278.691,277.876,279.168,278.423,278.742,278.865,278.298,279.94
2021-02-21 12:00:00,2,2021-02-20 12:00:00,279.363,278.474,279.968,280.074,278.613,279.719,279.698,278.759,279.996,279.055,278.58
2021-02-21 12:00:00,3,2021-02-20 12:00:00,280.65,280.983,280.844,280.319,277.813,279.402,280.447,279.956,279.084,279.204,279.72
2021-02-22 12:00:00,1,2021-02-21 12:00:00,277.506,277.88,278.38,276.195,277.529,277.534,278.022,278.116,277.567,276.249,278.48
2021-02-22 12:00:00,2,2021-02-21 12:00:00,280.518,279.613,279.112,280.467,279.278,279.822,278.556,278.62,278.783,280.381,278.9
2021-02-22 12:00:00,3,2021-02-21 12:00:00,280.652,278.205,279.673,278.036,278.933,280.07,279.981,278.425,279.91,280.437,278.84
2021-02-23 12:00:00,1,2021-02-22 12:00:00,281.806,280.697,279.573,279.985,281.076,281.897,280.403,282.552,280.003,280.436,281.53
2021-02-23 12:00:00,2,2021-02-22 12:00:00,282.234,284.232,282.132,282.429,284.021,282.827,283.644,282.758,283.518,283.647,283.64
2021-02-23 12:00:00,3,2021-02-22 12:00:00,282.55,281.716,283.234,283.728,283.687,282.708,283.74,284.546,283.838,283.031,282.9
2021-02-24 12:00:00,1,2021-02-23 12:00:00,282.24,278.016,280.959,278.74,278.053,278.693,281.234,278.682,279.366,281.34,281.05
2021-02-24 12:00:00,2,2021-02-23 12:00:00,282.64,283.172,282.473,283.187,283.321,281.862,282.836,284.192,283.318,283.364,282.83
2021-02-24 12:00:00,3,2021-02-23 12:00:00,283.518,283.637,283.845,284.023,284.177,283.3,282.671,282.74,283.184,282.42,282.52
2021-02-25 12:00:00,1,2021-02-24 12:00:00,279.031,277.23,278.121,279.799,278.737,278.053,279.597,279.784,277.437,280.458,279.96
2021-02-25 12:00:00,2,2021-02-24 12:00:00,283.577,281.472,282.857,283.25,282.371,282.454,282.538,282.961,282.812,283.206,281.56
2021-02-25 12:00:00,3,2021-02-24 12:00:00,281.83,281.861,282.429,281.613,281.214,281.213,283.196,280.246,282.632,281.842,282.06
2021-02-26 12:00:00,1,2021-02-25 12:00:00,276.668,276.302,276.823,277.272,278.073,277.574,279.529,277.428,276.829,277.141,278.81
2021-02-26 12:00:00,2,2021-02-25 12:00:00,277.438,276.654,277.489,276.648,276.631,277.379,276.574,275.758,276.972,277.435,277.09
2021-02-26 12:00:00,3,2021-02-25 12:00:00,276.827,274.85,275.661,277.683,274.232,275.702,275.53,277.538,276.042,276.636,276.67
2021-02-27 12:00:00,1,2021-02-26 12:00:00,276.871,278.21,276.346,276.578,277.358,276.603,276.891,278.092,277.659,278.048,277.75
2021-02-27 12:00:00,2,2021-02-26 12:00:00,277.267,277.306,278.146,277.878,278.06,278.025,280.816,279.155,278.018,277.984,277.5
2021-02-27 12:00:00,3,2021-02-26 12:00:00,279.157,278.567,278.582,277.536,276.896,276.63,278.018,278.68,279.4,278.133,276.83
2021-02-28 12:00:00,1,2021-02-27 12:00:00,278.943,277.612,277.146,280.097,275.41,278.445,278.682,274.155,277.184,277.794,277.26
2021-02-28 12:00:00,2,2021-02-27 12:00:00,278.509,279.039,277.996,278.956,278.187,278.467,279.153,275.836,278.551,278.466,277.51
2021-02-28 12:00:00,3,2021-02-27 12:00:00,279.281,279.119,277.599,278.571,278.089,280.352,280.073,277.585,278.991,277.666,276.71
2021-03-01 12:00:00,1,2021-02-28 12:00:00,275.601,274.801,274.688,275.534,275.592,276.109,276.218,274.905,277.131,276.728,276.3
2021-03-01 12:00:00,2,2021-02-28 12:00:00,276.975,275.763,277.4,275.831,276.019,276.667,278.393,275.695,276.81,276.412,276.65
2021-03-01 12:00:00,3,2021-02-28 12:00:00,275.787,276.988,274.769,276.816,276.962,276.928,277.859,276.789,275.323,275.217,277.26
2021-03-02 12:00:00,1,2021-03-01 12:00:00,276.427,276.274,275.403,274.324,275.131,276.633,275.808,277.049,276.95,276.815,276.92
2021-03-02 12:00:00,2,2021-03-01 12:00:00,278.459,279.575,279.734,278.975,278.719,280.296,278.491,278.373,278.009,276.391,278.53
2021-03-02 12:00:00,3,2021-03-01 12:00:00,278.443,279.344,277.925,278.649,276.486,279.674,277.856,275.643,277.012,279.013,277.98
2021-03-03 12:00:00,1,2021-03-02 12:00:00,277.59,276.818,277.007,277.884,278.267,279.616,278.807,279.436,276.184,277.699,277.05
2021-03-03 12:00:00,2,2021-03-02 12:00:00,281.036,280.775,279.925,280.915,282.27,283.57,281.362,279.811,280.75,280.238,278.24
2021-03-03 12:00:00,3,2021-03-02 12:00:00,279.266,280.433,279.708,279.228,280.878,280.737,278.769,280.433,279.499,281.9,277.37
2021-03-04 12:00:00,1,2021-03-03 12:00:00,274.682,276.71,276.644,277.475,275.224,277.383,275.631,276.332,276.446,274.446,276.1
2021-03-04 12:00:00,2,2021-03-03 12:00:00,275.603,273.642,273.173,273.698,274.702,275.884,275.017,275.808,275.503,274.122,275.1
2021-03-04 12:00:00,3,2021-03-03 12:00:00,271.478,272.557,275.126,275.055,275.486,274.27,272.675,273.759,274.53,274.685,276.14
2021-03-05 12:00:00,1,2021-03-04 12:00:00,273.041,269.666,271.386,270.883,272.446,268.948,270.551,269.934,270.397,269.656,271.28
2021-03-05 12:00:00,2,2021-03-04 12:00:00,268.691,267.268,268.484,266.181,268.57,267.082,267.259,270.811,269.677,268.184,269.19
2021-03-05 12:00:00,3,2021-03-04 12:00:00,269.987,268.734,269.089,269.859,268.253,270.89,269.861,268.259,270.917,267.037,269.74
2021-03-06 12:00:00,1,2021-03-05 12:00:00,275.757,272.83,274.096,273.452,275.035,275.24,274.358,272.437,273.751,271.541,271.33
2021-03-06 12:00:00,2,2021-03-05 12:00:00,272.125,271.53,271.802,271.176,269.992,269.787,270.937,271.994,271.595,269.877,270.65
2021-03-06 12:00:00,3,2021-03-05 12:00:00,275.251,275.107,273.908,273.45,273.486,274.031,274.879,274.556,273.085,274.639,275.91
